run_id,best_metric,best_epoch,ckpt_path,model,backbone,features,included_folders,mse_weight_epochs,mse_weight_start,lr,weight_decay,pred_activation,activation_eps,seed
b78a2eb16157,2.437297059643653,48,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e048_de002.4373.pt,film,resnet18,image+mean+meta,focus,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
1803d7d30cc2,2.513765258173789,48,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e048_de002.5138.pt,film,resnet18,image+mean+meta,focus,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
f76f8bf534c9,2.4522033968279437,52,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e052_de002.4522.pt,film,resnet18,image+mean+meta,focus,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ad1ca0e2b123,1.8438529968261719,54,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e054_de001.8439.pt,film,resnet18,image+mean+meta,focus/samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ae1c186b1262,1.6986280981316624,75,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e075_de001.6986.pt,film,resnet18,image+mean+meta,focus/samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
e3275bdb7246,1.907085944371051,75,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e075_de001.9071.pt,film,resnet18,image+mean+meta,focus/samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
2cc91056ed8b,2.9638840859564737,69,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e069_de002.9639.pt,film,resnet18,image+mean+meta,focus+iphone+pixel/pixel-1+pixel/pixel-4+samsung/samsung-2+samsung/samsung-4,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
29cb578cbe2c,3.137391118169988,75,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e075_de003.1374.pt,film,resnet18,image+mean+meta,focus/pixel,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
b2f7eb788afa,2.9884148756982816,72,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e072_de002.9884.pt,film,resnet18,image+mean+meta,focus+iphone+pixel/pixel-1+pixel/pixel-4+samsung/samsung-2+samsung/samsung-4,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
e2cda36ee476,1.8645274409328598,75,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e075_de001.8645.pt,film,resnet18,image+mean+meta,focus/samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6c3a56eb1f30,3.051053009282655,88,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e088_de003.0511.pt,film,resnet18,image+mean+meta,focus+iphone+pixel/pixel-1+pixel/pixel-4+samsung/samsung-2+samsung/samsung-4,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ae239617eb69,3.139623285059478,80,/home/dominik/repo/checkpoints/sweep/flair4/film_resnet18_e080_de003.1396.pt,film,resnet18,image+mean+meta,focus+iphone+pixel/pixel-1+pixel/pixel-4+samsung/samsung-2+samsung/samsung-4,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
